"","x","y","date","dx","dy","dist","dt","R2n","abs.angle","rel.angle","id","burst","pkey"
"1",411804.38282405,4262973.18406006,2022-03-07 09:03:00,-74.3508590577403,-186.259995325468,200.551330340308,10800,0,-1.95059372795132,NA,"F46538","F46538.1","F46538.2022-03-07 10:03:51"
"2",411730.031964992,4262786.92406474,2022-03-07 12:03:00,-180.325853154354,-383.996220014058,424.229313344718,10800,40220.8361012675,-2.00983215711661,-0.0592384291652872,"F46538","F46538.1","F46538.2022-03-07 13:03:51"
"3",411549.706111838,4262402.92784472,2022-03-07 15:03:00,-180.325853154354,-383.996220014058,424.229313344718,10800,390052.378876522,-2.00983215711661,0,"F46538","F46538.1","F46538.2022-03-07 16:03:51"
"4",411369.380258683,4262018.93162471,2022-03-07 18:03:00,-63.9190801995574,-151.702219818719,164.618383880672,10800,1099824.94225364,-1.96956769443859,0.0402644626780226,"F46538","F46538.1","F46538.2022-03-07 19:03:51"
"5",411305.461178484,4261867.22940489,2022-03-07 21:03:00,8.71719005529303,16.6724335337058,18.8138098851864,10800,1472058.50771158,1.0890358792411,3.05860357367969,"F46538","F46538.1","F46538.2022-03-07 22:03:51"
"6",411314.178368539,4261883.90183842,2022-03-08 00:03:00,57.410290284548,23.7072167573497,62.1125877494733,10800,1426836.16658047,0.391614686089331,-0.697421193151768,"F46538","F46538.1","F46538.2022-03-08 01:03:51"
"7",411371.588658824,4261907.60905518,2022-03-08 03:03:00,29.9722369468072,72.7257480341941,78.6598335539089,10800,1322760.88048148,1.17987963756017,0.788264951470839,"F46538","F46538.1","F46538.2022-03-08 04:03:51"
"8",411401.56089577,4261980.33480322,2022-03-08 06:03:00,61.6559390262701,208.394340755418,217.323850683942,10800,1148015.15272445,1.28314029383861,0.103260656278437,"F46538","F46538.1","F46538.2022-03-08 07:03:51"
"9",411463.216834797,4262188.72914397,2022-03-08 09:03:00,61.6559390262701,208.394340755418,217.323850683942,10800,731763.747603373,1.28314029383861,0,"F46538","F46538.1","F46538.2022-03-08 10:03:51"
"10",411524.872773823,4262397.12348473,2022-03-08 12:03:00,61.6559390262701,208.394340755418,217.323850683942,10800,409971.654634493,1.28314029383861,0,"F46538","F46538.1","F46538.2022-03-08 13:03:51"
"11",411586.528712849,4262605.51782548,2022-03-08 15:03:00,-331.30732018617,-442.54126152955,552.817608769029,10800,182638.873817804,-2.21343114475175,2.78661386858923,"F46538","F46538.1","F46538.2022-03-08 16:03:51"
"12",411255.221392663,4262162.97656395,2022-03-08 18:03:00,-70.7275450260495,-122.332673311234,141.307001188493,10800,958014.464476111,-2.09500026766279,0.118430877088965,"F46538","F46538.1","F46538.2022-03-08 19:03:51"
"13",411184.493847637,4262040.64389064,2022-03-08 21:03:00,-6.5730353234685,-22.4088550889865,23.3529779634795,10800,1253893.5106629,-1.85611634415497,0.238883923507813,"F46538","F46538.1","F46538.2022-03-08 22:03:51"
"14",411177.920812314,4262018.23503555,2022-03-09 00:03:00,-7.41734353400534,-20.046784536913,21.3749983712483,10800,1304382.2915623,-1.92517770504928,-0.0690613608943025,"F46538","F46538.1","F46538.2022-03-09 01:03:51"
"15",411170.50346878,4261998.18825102,2022-03-09 03:03:00,234.511952104571,537.105322629213,586.069947426523,10800,1352419.86469797,1.1591231421755,3.08430084722477,"F46538","F46538.1","F46538.2022-03-09 04:03:51"
"16",411405.015420884,4262535.29357364,2022-03-09 06:03:00,141.15469254955,144.905848098919,202.29273848071,10800,351242.40080692,0.79851056454633,-0.360612577629168,"F46538","F46538.1","F46538.2022-03-09 07:03:51"
"17",411546.170113434,4262680.19942174,2022-03-09 09:03:00,-43.4958240412525,1.92104797810316,43.5382261278726,10800,152513.802214845,3.09745507538949,2.29894451084316,"F46538","F46538.1","F46538.2022-03-09 10:03:51"
"18",411502.674289392,4262682.12046972,2022-03-09 12:03:00,29.9269330287352,-63.7718219673261,70.4447769358292,10800,175746.053507437,-1.13202414421048,2.05370608757962,"F46538","F46538.1","F46538.2022-03-09 13:03:51"
"19",411532.601222421,4262618.34864775,2022-03-09 15:03:00,-190.419069248834,-39.9877353236079,194.572456709327,10800,199773.408812023,-2.93460181347617,-1.8025776692657,"F46538","F46538.1","F46538.2022-03-09 16:03:51"
"20",411342.182153172,4262578.36091243,2022-03-09 18:03:00,-83.9798046484357,-57.0538677526638,101.527096946224,10800,369514.778065768,-2.54484278265061,0.38975903082556,"F46538","F46538.1","F46538.2022-03-09 19:03:51"
"21",411258.202348524,4262521.30704468,2022-03-09 21:03:00,-30.5343339798274,-422.251919121481,423.35449537399,10800,502505.948878822,-1.64298374805809,0.901859034592524,"F46538","F46538.1","F46538.2022-03-09 22:03:51"
"22",411227.668014544,4262099.05512556,2022-03-10 00:03:00,71.9984737756313,-19.14002845902,74.4991336555826,10800,1096701.3656444,-0.259829854535683,1.38315389352241,"F46538","F46538.1","F46538.2022-03-10 01:03:51"
"23",411299.66648832,4262079.9150971,2022-03-10 03:03:00,184.949326038826,131.70114758797,227.049433996661,10800,1052668.01975001,0.618796144663894,0.878625999199577,"F46538","F46538.1","F46538.2022-03-10 04:03:51"
"24",411484.615814359,4262211.61624469,2022-03-10 06:03:00,184.949326038884,131.70114758797,227.049433996709,10800,682236.477905572,0.618796144663745,-1.48769885299771e-13,"F46538","F46538.1","F46538.2022-03-10 07:03:51"
"25",411669.565140397,4262343.31739227,2022-03-10 09:03:00,97.7548219522578,311.972894638777,326.92979705774,10800,414907.827017528,1.26714276945417,0.648346624790423,"F46538","F46538.1","F46538.2022-03-10 10:03:51"
