"","DateTime","Lat","Long","hdop","alt","nsats","vdop","temp","ID","X","Y"
"1",2022-04-08 05:55:08,38.51881,-106.015572,3.24,2219,4,4.78,2,"F46538",411466.265284624,4263869.29327731
"2",2022-04-08 03:55:08,38.519524,-106.015335,2.81,2188,4,3.6,0,"F46538",411487.80102571,4263948.29483942
"3",2022-04-07 21:53:53,38.518864,-106.014626,1.15,2205,6,1.72,8,"F46538",411548.802041471,4263874.37539517
"4",2022-04-07 19:54:35,38.518372,-106.012222,1.52,2197,6,2.36,12,"F46538",411757.777747813,4263817.47140532
"5",2022-04-07 18:22:41,38.510662,-106.013168,1.99,2289,5,2.38,15,"F46538",411665.884755868,4262962.83320398
"6",2022-04-07 16:22:29,38.510532,-106.013161,1.38,2295,6,1.81,17,"F46538",411666.336223806,4262948.40094275
"7",2022-04-07 12:22:53,38.510681,-106.013084,1.76,2285,4,2.52,16,"F46538",411673.231771945,4262964.86090785
"8",2022-04-07 10:21:55,38.510677,-106.013184,2.15,2299,4,3.26,16,"F46538",411664.508075224,4262964.51305106
"9",2022-04-07 06:20:19,38.515663,-106.016884,1.77,2226,5,1.42,0,"F46538",411348.027289354,4263521.3472825
"10",2022-04-07 05:53:59,38.515602,-106.016914,1.62,2240,6,1.72,2,"F46538",411345.337005022,4263514.60727757
"11",2022-04-06 23:54:34,38.521481,-106.015343,1.83,2202,5,3.81,7,"F46538",411489.500568386,4264165.46279629
"12",2022-04-06 21:53:33,38.522007,-106.015335,1.84,2218,4,5.19,6,"F46538",411490.842234031,4264223.82317188
"13",2022-04-06 19:54:09,38.51873,-106.016907,4.01,2202,5,3.84,9,"F46538",411349.784120598,4263861.70170156
"14",2022-04-06 18:22:41,38.51582,-106.017136,2.04,2211,5,2.08,12,"F46538",411326.250014796,4263539.01178741
"15",2022-04-06 16:22:53,38.514851,-106.017654,1.3,2220,5,2.31,13,"F46538",411279.900370875,4263431.98533256
"16",2022-04-06 12:23:05,38.515305,-106.015434,2.23,2230,4,3.51,16,"F46538",411474.002856281,4263480.22522353
"17",2022-03-30 23:47:58,38.51852,-106.016777,2.62,2197,4,4.57,4,"F46538",411360.859748986,4263838.27359538
"18",2022-03-30 21:47:31,38.519672,-106.016701,2.92,2200,5,5.87,4,"F46538",411368.89815688,4263966.03306141
"19",2022-03-30 19:48:25,38.519306,-106.017105,1.89,2196,4,3.73,8,"F46538",411333.229491654,4263925.80888102
"20",2022-03-30 16:34:29,38.513771,-106.013458,3,2245,5,3.66,7,"F46538",411644.400384219,4263308.10412248
"21",2022-03-30 12:33:41,38.514095,-106.013985,3.12,2245,5,5.78,15,"F46538",411598.850475259,4263344.56328803
"22",2022-03-30 10:33:08,38.5135,-106.013672,1.55,2281,5,2.21,9,"F46538",411625.411602213,4263278.23794775
"23",2022-03-30 08:33:34,38.514095,-106.014648,2.43,2245,5,2.68,8,"F46538",411541.047497897,4263345.20056853
"24",2022-03-30 03:47:03,38.516296,-106.015823,1.89,2216,5,3.14,6,"F46538",411441.303092721,4263590.56674186
"25",2022-03-30 01:47:23,38.516331,-106.015717,1.38,2227,7,1.86,6,"F46538",411450.587194175,4263594.34850979
"26",2022-03-29 21:47:30,38.51606,-106.016907,1.91,2235,5,3.75,11,"F46538",411346.509051686,4263565.42287854
"27",2022-03-29 16:36:57,38.510056,-106.01255,1.83,2297,5,3.2,15,"F46538",411719.026978828,4262894.99484124
"28",2022-03-29 14:36:35,38.510265,-106.011627,2,2304,5,2.67,17,"F46538",411799.757266264,4262917.30145158
"29",2022-03-29 10:35:59,38.508801,-106.013977,1.74,2286,5,2.45,11,"F46538",411593.073799975,4262757.10308429
"30",2022-03-29 08:36:24,38.507324,-106.01313,1.65,2314,6,2.18,12,"F46538",411665.119423879,4262592.39332382
"31",2022-03-29 06:36:02,38.507603,-106.013885,2.29,2332,5,2.87,9,"F46538",411599.630491244,4262624.07783163
"32",2022-03-29 05:47:02,38.507603,-106.013962,3.7,2321,5,3.67,10,"F46538",411592.916722074,4262624.15181203
"33",2022-03-29 03:46:23,38.508625,-106.01535,3.25,2315,5,4.24,8,"F46538",411473.145913719,4262738.8932575
"34",2022-03-28 23:47:01,38.509327,-106.01667,2.68,2325,4,4.7,14,"F46538",411358.91506312,4262818.06203151
"35",2022-03-28 21:45:23,38.509342,-106.016716,1.78,2324,4,1.75,16,"F46538",411354.922727398,4262819.77083449
"36",2022-03-28 19:45:35,38.507629,-106.014664,1.62,2322,5,3.63,19,"F46538",411531.739886429,4262627.71164882
"37",2022-03-28 14:38:11,38.510418,-106.013359,5,2294,4,6.02,25,"F46538",411648.933621277,4262935.94096866
"38",2022-03-28 12:37:04,38.510174,-106.013199,1.99,2314,5,4.18,23,"F46538",411662.585610222,4262908.7117086
"39",2022-03-28 10:36:36,38.5103,-106.012917,3.06,2291,5,2.93,19,"F46538",411687.326746673,4262922.42266987
"40",2022-03-28 03:44:33,38.515682,-106.01709,2.29,2209,4,6.79,8,"F46538",411330.091085286,4263523.65416581
"41",2022-03-28 01:44:37,38.51556,-106.017151,3.45,2217,4,3.76,11,"F46538",411324.62330099,4263510.17513224
"42",2022-03-27 23:44:53,38.516315,-106.016678,2.16,2216,5,1.43,13,"F46538",411366.786351872,4263593.49850704
"43",2022-03-27 21:44:23,38.514984,-106.01635,2.39,2229,4,2.74,17,"F46538",411393.750151961,4263445.48704254
"44",2022-03-27 16:39:08,38.510147,-106.01342,2.31,2339,5,6.12,28,"F46538",411643.283907245,4262905.92784409
"45",2022-03-27 14:40:00,38.509926,-106.013046,5.15,2301,4,6.07,28,"F46538",411675.622484818,4262881.04533155
"46",2022-03-27 12:38:53,38.509987,-106.012894,2.09,2296,4,2.5,26,"F46538",411688.949728769,4262887.66833363
"47",2022-03-27 10:39:06,38.510166,-106.013588,1.29,2320,5,2.36,19,"F46538",411628.659425543,4262908.19754054
"48",2022-03-27 08:39:05,38.513161,-106.015762,3.11,2261,5,3.99,13,"F46538",411442.780265209,4263242.63025976
"49",2022-03-27 05:44:23,38.51577,-106.015533,2.08,2235,5,2.23,8,"F46538",411465.941369193,4263531.9195935
"50",2022-03-27 03:44:23,38.515778,-106.015633,1.58,2238,6,2.21,8,"F46538",411457.232973007,4263532.90356209
"51",2022-03-26 23:44:02,38.515743,-106.017059,2.88,2238,4,2.48,11,"F46538",411332.868561845,4263530.39320206
"52",2022-03-26 21:43:05,38.515789,-106.017174,1.57,2236,6,2.38,16,"F46538",411322.899068266,4263535.60847549
"53",2022-03-26 19:43:38,38.516617,-106.016182,2.75,2218,4,5.09,19,"F46538",411410.398449558,4263626.53242613
"54",2022-03-26 16:41:43,38.513218,-106.015991,2.41,2267,4,3.06,24,"F46538",411422.884721747,4263249.17576192
"55",2022-03-26 14:40:05,38.513443,-106.015938,2.06,2277,4,4.55,26,"F46538",411427.781230319,4263274.09203351
"56",2022-03-26 12:39:35,38.513222,-106.016037,1.67,2249,6,2.34,23,"F46538",411418.879111433,4263249.66391423
"57",2022-03-26 10:40:06,38.513317,-106.015884,1.88,2285,5,5.43,22,"F46538",411432.334823538,4263260.05836002
"58",2022-03-26 06:39:42,38.513348,-106.015755,2.23,2237,5,5.07,13,"F46538",411443.619657606,4263263.37412006
"59",2022-03-26 03:43:06,38.51339,-106.015549,2.15,2245,5,3.27,13,"F46538",411461.631188939,4263267.83641395
"60",2022-03-26 01:42:52,38.516834,-106.017319,2.16,2235,6,3.04,9,"F46538",411311.539989357,4263651.70755235
"61",2022-03-25 23:43:42,38.517761,-106.016968,5.34,2195,4,5.96,9,"F46538",411343.277552017,4263754.23456342
"62",2022-03-25 21:42:04,38.516857,-106.016228,1.66,2210,6,1.39,10,"F46538",411406.68231333,4263653.20852506
"63",2022-03-25 19:41:59,38.515209,-106.011856,1.5,2221,5,3.63,16,"F46538",411785.824726578,4263466.13555311
"64",2022-03-25 18:43:23,38.515816,-106.012726,1.43,2223,6,1.7,20,"F46538",411710.717309773,4263534.32637165
"65",2022-03-25 16:42:05,38.512955,-106.012001,2.25,2251,5,2.93,21,"F46538",411770.4319945,4263216.1577958
"66",2022-03-25 14:42:36,38.513023,-106.012314,2.79,2232,4,2.52,21,"F46538",411743.226008118,4263224.00368033
"67",2022-03-25 05:42:30,38.515728,-106.015503,1.86,2248,6,4.96,3,"F46538",411468.505383206,4263527.2301587
"68",2022-03-25 03:42:35,38.516048,-106.015549,1.53,2239,7,2.27,9,"F46538",411464.886990758,4263562.78348772
"69",2022-03-25 01:41:40,38.516003,-106.016388,2.54,2230,4,3.98,9,"F46538",411391.686433793,4263558.59780532
"70",2022-03-24 23:41:34,38.516041,-106.015587,1.46,2237,5,2.61,9,"F46538",411461.565513926,4263562.04329855
"71",2022-03-24 21:41:53,38.515984,-106.015648,2.04,2224,5,1.91,10,"F46538",411456.177605525,4263555.77695683
"72",2022-03-24 19:41:37,38.518826,-106.015266,2.27,2218,4,4.03,14,"F46538",411492.961437967,4263870.77427066
"73",2022-03-24 16:42:35,38.514439,-106.014809,2.18,2237,5,2.87,20,"F46538",411527.431933595,4263383.52761323
"74",2022-03-24 14:42:36,38.514366,-106.01474,2.58,2208,5,2.04,21,"F46538",411533.35825332,4263375.36075788
"75",2022-03-24 10:42:29,38.51527,-106.015274,1.3,2228,6,2.23,15,"F46538",411487.909199528,4263476.1874685
"76",2022-03-24 08:43:26,38.515083,-106.015869,1.39,2260,6,2.63,12,"F46538",411435.806439534,4263456.00949512
"77",2022-03-24 06:41:49,38.51593,-106.017273,3.88,2177,4,8.7,1,"F46538",411314.441064501,4263551.35009059
"78",2022-03-24 05:41:29,38.515942,-106.016945,2.04,2221,5,3.2,0,"F46538",411343.051408182,4263552.36553154
"79",2022-03-24 03:42:00,38.519119,-106.017235,1.8,2199,5,2.95,3,"F46538",411321.666928899,4263905.18357396
"80",2022-03-24 01:41:53,38.519798,-106.018791,2.35,2201,5,3.29,2,"F46538",411186.852510869,4263982.03057462
"81",2022-03-23 23:41:42,38.516014,-106.016899,1.52,2220,5,2.02,9,"F46538",411347.150082399,4263560.31074114
"82",2022-03-23 21:41:05,38.515934,-106.016869,2.6,2228,6,1.55,11,"F46538",411349.667410092,4263551.40456547
"83",2022-03-23 19:41:10,38.517635,-106.014748,2.69,2220,4,6.83,11,"F46538",411536.661957991,4263738.1156799
"84",2022-03-23 18:45:09,38.513466,-106.013184,1.66,2224,6,2.23,13,"F46538",411667.916182424,4263273.99645629
"85",2022-03-23 16:45:35,38.513145,-106.012459,1.93,2235,6,2.67,16,"F46538",411730.733123899,4263237.68060888
"86",2022-03-23 14:45:40,38.513203,-106.012558,3.96,2251,4,4.16,17,"F46538",411722.172630578,4263244.21161092
"87",2022-03-23 12:44:24,38.513142,-106.012856,2,2242,5,2.64,17,"F46538",411696.116968824,4263237.72868375
"88",2022-03-23 10:44:04,38.513046,-106.012833,1.5,2252,5,2.8,12,"F46538",411698.004954305,4263227.05389716
"89",2022-03-23 06:43:31,38.511597,-106.015182,1.58,2288,7,1.54,0,"F46538",411491.432667632,4263068.52170235
"90",2022-03-23 05:40:44,38.511486,-106.015129,3.67,2322,5,3.03,0,"F46538",411495.917679612,4263056.15352124
"91",2022-03-23 03:41:05,38.511539,-106.015198,3.43,2295,5,2.79,2,"F46538",411489.966660603,4263062.10108222
"92",2022-03-23 01:39:59,38.511555,-106.015228,1.85,2303,6,3.11,0,"F46538",411487.370639528,4263063.90539503
"93",2022-03-22 23:40:32,38.511169,-106.016014,2.29,2291,6,4.22,3,"F46538",411418.368622595,4263021.82908735
"94",2022-03-22 21:39:05,38.511028,-106.01619,2.84,2304,4,4.41,6,"F46538",411402.85081222,4263006.35238581
"95",2022-03-22 16:46:53,38.509689,-106.012108,2.16,2299,4,2.87,10,"F46538",411757.116476313,4262853.84643123
"96",2022-03-22 10:46:42,38.509125,-106.011131,3.37,2269,4,5.27,9,"F46538",411841.612639539,4262790.32523083
"97",2022-03-22 08:47:05,38.507462,-106.013931,1.52,2323,6,2.56,8,"F46538",411595.447258903,4262608.47587086
"98",2022-03-22 06:46:00,38.50766,-106.013992,2.17,2320,5,3.43,1,"F46538",411590.370669528,4262630.50567907
"99",2022-03-22 05:39:10,38.508415,-106.013657,2.06,2322,5,5.09,2,"F46538",411620.502846564,4262713.9629162
"100",2022-03-22 03:38:35,38.508663,-106.013573,3.02,2321,4,3.29,2,"F46538",411628.130020147,4262741.40171861
"101",2022-03-21 21:38:05,38.508495,-106.01223,2.87,2298,4,4.32,4,"F46538",411745.021808046,4262721.47044547
"102",2022-03-21 16:48:23,38.508247,-106.013367,3.45,2302,5,2.82,9,"F46538",411645.582872857,4262695.04216965
"103",2022-03-21 14:47:34,38.508316,-106.013374,1.72,2303,5,2.31,6,"F46538",411645.056861163,4262702.70552177
"104",2022-03-21 10:48:35,38.508354,-106.0103,2.2,2295,4,4.67,8,"F46538",411913.128093242,4262703.97482713
"105",2022-03-21 08:47:33,38.510376,-106.011177,1.93,2295,5,2.94,9,"F46538",411839.12749357,4262929.18735493
"106",2022-03-21 05:37:54,38.504292,-106.019928,2.16,2362,4,2.22,6,"F46538",411068.657919535,4262262.49362351
"107",2022-03-21 03:38:59,38.504333,-106.019554,2.44,2356,5,2.71,9,"F46538",411101.319570266,4262266.68182843
"108",2022-03-21 01:37:35,38.504341,-106.019257,3.09,2361,4,2.82,8,"F46538",411127.226551344,4262267.28266485
"109",2022-03-20 21:37:04,38.505428,-106.018456,0.84,2350,9,1.26,9,"F46538",411198.405360824,4262387.12899499
"110",2022-03-20 19:36:46,38.507507,-106.017433,1.41,2341,6,1.91,11,"F46538",411290.156130315,4262616.83982631
"111",2022-03-20 18:50:59,38.507957,-106.014885,2.45,2329,4,3.67,14,"F46538",411512.871947937,4262664.32089658
"112",2022-03-20 16:49:55,38.507599,-106.01387,1.83,2321,5,1.76,15,"F46538",411600.933477598,4262623.61955793
"113",2022-03-20 14:50:35,38.50507,-106.014404,2.7,2341,4,2.91,19,"F46538",411551.279327251,4262343.50065098
"114",2022-03-20 08:49:59,38.50761,-106.014297,2.38,2318,4,1.94,18,"F46538",411563.716028603,4262625.25049976
"115",2022-03-20 06:49:05,38.508324,-106.014526,1.77,2329,5,3.62,10,"F46538",411544.622677689,4262704.70010602
"116",2022-03-20 05:37:00,38.508255,-106.014671,1.44,2297,5,6.04,9,"F46538",411531.895557663,4262697.18288236
"117",2022-03-20 03:37:05,38.510841,-106.014702,2.57,2309,5,2.18,4,"F46538",411532.357240146,4262984.16996286
"118",2022-03-20 01:37:29,38.510231,-106.015221,2.97,2309,5,6.19,6,"F46538",411486.359833495,4262916.98004938
"119",2022-03-19 23:37:23,38.511314,-106.013985,1.41,2299,5,2.47,6,"F46538",411595.449408941,4263035.96755887
"120",2022-03-19 21:36:05,38.51099,-106.014458,0.99,2302,7,2.45,8,"F46538",411553.813388669,4263000.46926472
"121",2022-03-19 19:35:43,38.510132,-106.013954,1.83,2299,5,7.41,12,"F46538",411596.706778792,4262904.77630838
"122",2022-03-19 18:51:59,38.510124,-106.013969,2.2,2303,5,1.62,15,"F46538",411595.389164429,4262903.90299542
"123",2022-03-19 16:51:07,38.510105,-106.013817,2.36,2298,4,5.32,20,"F46538",411608.618625708,4262901.64860944
"124",2022-03-19 14:51:05,38.509926,-106.012825,1.37,2298,6,1.86,16,"F46538",411694.891253606,4262880.83320118
"125",2022-03-19 12:51:05,38.509777,-106.012749,1.13,2305,7,1.87,18,"F46538",411701.335629302,4262864.22637573
"126",2022-03-19 08:51:29,38.507843,-106.014198,1.87,2330,5,2.93,13,"F46538",411572.632996317,4262651.01034867
"127",2022-03-19 06:50:24,38.511311,-106.015915,2.47,2316,5,2.77,4,"F46538",411427.174172949,4263037.49090913
"128",2022-03-19 05:36:35,38.511383,-106.015984,2.06,2315,6,3.91,4,"F46538",411421.246470522,4263045.54687051
"129",2022-03-19 03:36:36,38.511639,-106.015999,2.85,2328,5,2.78,2,"F46538",411420.25235447,4263073.96854052
"130",2022-03-19 01:36:02,38.511543,-106.01609,1.73,2294,6,4.03,7,"F46538",411412.200696316,4263063.40344685
"131",2022-03-18 23:35:35,38.511459,-106.015999,1.2,2310,6,1.63,5,"F46538",411420.031789002,4263053.99470793
"132",2022-03-18 21:35:36,38.510708,-106.016266,2.02,2306,5,2.09,6,"F46538",411395.832334236,4262970.91654108
"133",2022-03-18 19:34:53,38.509949,-106.016434,1.88,2310,6,6.55,9,"F46538",411380.254313099,4262886.85536367
"134",2022-03-18 18:54:06,38.507565,-106.014503,2.38,2305,6,3.09,10,"F46538",411545.699462088,4262620.45506004
"135",2022-03-18 16:53:06,38.509731,-106.012238,1.42,2276,5,3.57,12,"F46538",411745.833142499,4262858.63167789
"136",2022-03-18 08:52:08,38.507896,-106.014023,2.37,2340,4,3.95,7,"F46538",411587.956324807,4262656.7233597
"137",2022-03-18 06:52:29,38.503048,-106.015854,1.97,2360,5,2.38,0,"F46538",411422.369843732,4262120.52297802
"138",2022-03-18 03:35:05,38.503117,-106.01712,3.71,2355,6,2.48,3,"F46538",411312.062667313,4262129.39898787
"139",2022-03-18 01:34:24,38.503712,-106.016937,1.8,2375,5,3.03,6,"F46538",411328.749395327,4262195.24716074
"140",2022-03-17 23:34:29,38.50367,-106.016945,2.09,2350,5,2.22,5,"F46538",411328.000318907,4262190.59431448
"141",2022-03-17 16:54:53,38.508022,-106.013664,1.9,2311,5,2.66,13,"F46538",411619.412085268,4262670.36013672
"142",2022-03-17 14:54:23,38.507557,-106.013985,2.23,2333,5,3.58,15,"F46538",411590.855060468,4262619.06949135
"143",2022-03-17 08:53:37,38.505173,-106.015167,2,2358,4,2.93,5,"F46538",411484.87573402,4262355.66379583
"144",2022-03-17 06:53:00,38.505093,-106.017128,3.57,2357,4,6.97,2,"F46538",411313.788700715,4262348.67474046
"145",2022-03-17 05:34:56,38.505112,-106.017059,4.38,2335,5,4.5,5,"F46538",411319.828448565,4262350.71658727
"146",2022-03-17 03:34:48,38.504726,-106.0159,6.15,2331,4,5.56,5,"F46538",411420.414379066,4262306.76752583
"147",2022-03-17 01:33:40,38.504814,-106.015839,3.05,2332,4,7.49,5,"F46538",411425.841090608,4262316.47378057
"148",2022-03-16 23:34:22,38.505142,-106.016388,5.35,2335,5,1.87,11,"F46538",411378.372948838,4262353.39910181
"149",2022-03-16 19:32:35,38.505878,-106.01622,2.33,2335,4,3.06,9,"F46538",411393.923617193,4262434.90801584
"150",2022-03-16 18:56:59,38.507549,-106.013947,2.04,2314,5,2.57,9,"F46538",411594.158569026,4262618.14525485
"151",2022-03-16 16:56:29,38.507835,-106.013725,1.42,2306,5,2.06,14,"F46538",411613.864804224,4262649.66815454
"152",2022-03-16 14:55:43,38.509293,-106.011665,3.53,2289,5,1.75,21,"F46538",411795.258175167,4262809.47924856
"153",2022-03-16 12:56:04,38.509087,-106.011551,1.39,2298,5,2.84,20,"F46538",411804.946500779,4262786.51104217
"154",2022-03-16 10:55:26,38.50993,-106.013885,2.1,2321,5,2.23,25,"F46538",411602.47580298,4262882.29494333
"155",2022-03-16 08:56:24,38.508713,-106.015167,3.25,2315,5,2.58,11,"F46538",411489.209527176,4262748.48218052
"156",2022-03-16 06:56:30,38.511841,-106.014954,2.99,2303,4,4.9,10,"F46538",411511.609985026,4263095.3780276
"157",2022-03-16 05:33:05,38.51165,-106.01506,1.62,2311,5,3.17,7,"F46538",411502.134365554,4263074.28552811
"158",2022-03-16 03:34:22,38.511654,-106.015091,1.68,2301,6,2.57,9,"F46538",411499.436467736,4263074.75921018
"159",2022-03-16 01:32:44,38.511051,-106.014305,2.37,2307,4,2.85,10,"F46538",411567.227732139,4263007.0911028
"160",2022-03-15 21:32:47,38.508984,-106.016411,3.4,2329,4,2.71,11,"F46538",411381.076758744,4262779.75130875
"161",2022-03-15 16:58:01,38.508476,-106.014137,1.97,2307,4,2.59,20,"F46538",411578.725854307,4262721.19298923
"162",2022-03-15 14:57:29,38.509937,-106.013695,1.76,2305,5,1.76,23,"F46538",411619.050270657,4262882.88917473
"163",2022-03-15 12:58:09,38.509762,-106.013329,4.88,2299,4,4.05,20,"F46538",411650.747573817,4262863.11866896
"164",2022-03-15 10:57:32,38.510216,-106.013794,1.95,2313,6,2.22,20,"F46538",411610.759683774,4262913.94370555
"165",2022-03-15 08:57:37,38.510517,-106.014175,4.47,2300,4,2.58,9,"F46538",411577.908968499,4262947.71047008
"166",2022-03-15 06:56:29,38.511433,-106.015244,2.1,2299,5,2.94,6,"F46538",411485.826263692,4263050.38296895
"167",2022-03-15 05:33:35,38.511467,-106.015831,1.53,2310,6,3.1,6,"F46538",411434.689034474,4263054.72069985
"168",2022-03-15 03:32:32,38.51149,-106.015732,1.96,2294,5,4.4,3,"F46538",411443.348738971,4263057.17761673
"169",2022-03-15 01:32:04,38.511406,-106.015747,1.5,2310,6,2.16,9,"F46538",411441.938027244,4263047.87093321
"170",2022-03-14 23:33:06,38.511414,-106.015701,1.62,2309,4,3.86,8,"F46538",411445.958439858,4263048.71438312
"171",2022-03-14 21:31:29,38.511559,-106.015511,1.84,2301,5,1.94,10,"F46538",411462.701603838,4263064.62155653
"172",2022-03-14 19:30:33,38.509354,-106.015778,1.9,2311,5,2.57,9,"F46538",411436.721388789,4262820.19912856
"173",2022-03-14 19:00:35,38.507668,-106.014076,2.97,2319,5,2.76,12,"F46538",411583.056346936,4262631.47411899
"174",2022-03-14 16:59:04,38.510391,-106.013527,1.47,2317,5,2.18,17,"F46538",411634.252965165,4262933.10623379
"175",2022-03-14 14:59:29,38.51038,-106.013329,1.18,2307,5,2.98,21,"F46538",411651.502833277,4262931.69546455
"176",2022-03-14 12:58:35,38.510044,-106.013466,1.94,2306,5,2.48,18,"F46538",411639.147331741,4262894.54255404
"177",2022-03-14 10:59:14,38.509613,-106.013313,2.11,2321,5,3.64,17,"F46538",411651.960512123,4262846.56941874
"178",2022-03-14 08:58:46,38.507778,-106.014267,2,2333,5,2.15,16,"F46538",411566.537275197,4262643.8638956
"179",2022-03-14 06:58:35,38.507774,-106.016098,3.83,2300,4,7.42,5,"F46538",411406.884546759,4262645.18141662
"180",2022-03-14 01:31:24,38.507915,-106.017525,1.76,2332,4,3.01,7,"F46538",411282.635128423,4262662.20252504
"181",2022-03-13 21:30:38,38.507481,-106.01664,1.74,2322,4,3.96,11,"F46538",411359.267463826,4262613.19047767
"182",2022-03-13 19:29:35,38.507332,-106.015205,1.56,2325,7,2.02,10,"F46538",411484.205516417,4262595.275152
"183",2022-03-13 19:01:05,38.507256,-106.014931,1.35,2307,7,2.09,11,"F46538",411508.003142161,4262586.57821102
"184",2022-03-13 17:01:53,38.508266,-106.013741,1.63,2298,5,3.34,14,"F46538",411612.996656748,4262697.5097214
"185",2022-03-13 15:01:06,38.51033,-106.014,2.41,2290,5,3.75,16,"F46538",411592.938233439,4262926.79171567
"186",2022-03-13 13:00:35,38.510235,-106.013885,2.06,2319,5,2.92,16,"F46538",411602.84874897,4262916.13947975
"187",2022-03-13 05:30:06,38.506218,-106.017288,2.63,2335,5,5.52,0,"F46538",411301.217627724,4262473.66530397
"188",2022-03-13 03:29:53,38.5065,-106.017647,1.24,2341,5,1.6,1,"F46538",411270.261234822,4262505.30374206
"189",2022-03-13 00:29:34,38.506569,-106.01767,1.14,2348,5,2,4,"F46538",411268.340471933,4262512.98255169
"190",2022-03-12 22:29:48,38.506565,-106.017494,2.64,2326,4,4.01,5,"F46538",411283.681545376,4262512.36898211
"191",2022-03-12 20:29:31,38.506695,-106.01757,1.72,2320,5,2.36,9,"F46538",411277.214397496,4262526.86779664
"192",2022-03-12 18:29:45,38.507416,-106.014305,2.31,2367,4,6.7,11,"F46538",411562.78119127,4262603.73085295
"193",2022-03-12 18:03:28,38.507492,-106.014114,1.72,2308,5,1.78,10,"F46538",411579.527816301,4262611.98068078
"194",2022-03-12 14:02:42,38.507439,-106.014709,3.36,2311,5,4.05,18,"F46538",411527.583753514,4262606.67144266
"195",2022-03-12 06:01:05,38.505264,-106.020729,1.53,2366,5,2.81,0,"F46538",411000.010472214,4262371.12666477
"196",2022-03-12 04:30:38,38.505215,-106.020706,6,2366,5,2.06,-1,"F46538",411001.955636976,4262365.66710183
"197",2022-03-12 02:29:00,38.50436,-106.019768,3.89,2368,4,4.47,-3,"F46538",411082.692874137,4262269.88466672
"198",2022-03-12 00:30:06,38.504429,-106.019806,2.4,2359,5,7.89,0,"F46538",411079.464289018,4262277.57801555
"199",2022-03-11 22:29:29,38.505165,-106.020615,2.23,2351,6,3.8,3,"F46538",411009.828819367,4262360.03080826
"200",2022-03-11 20:28:35,38.505203,-106.020737,1.49,2364,6,2,3,"F46538",410999.23782947,4262364.36549743
"201",2022-03-11 12:04:17,38.50816,-106.01413,2.88,2285,4,5.39,12,"F46538",411578.94971477,4262686.12111291
"202",2022-03-11 06:03:36,38.501858,-106.018646,2.18,2373,4,2.93,-10,"F46538",411177.453231072,4261991.16513992
"203",2022-03-11 04:29:06,38.502125,-106.01902,1.32,2393,5,3.66,-10,"F46538",411145.168968009,4262021.15400791
"204",2022-03-11 02:28:19,38.501965,-106.019325,2.09,2381,5,2.5,-9,"F46538",411118.376782692,4262003.69405749
"205",2022-03-11 00:28:36,38.502079,-106.019279,2.29,2374,6,5.24,-5,"F46538",411122.528033241,4262016.29970585
"206",2022-03-10 22:27:28,38.501667,-106.018562,3.66,2382,4,2.93,-3,"F46538",411184.543343106,4261969.88964002
"207",2022-03-10 20:28:00,38.501717,-106.018547,3.38,2369,5,8.73,-4,"F46538",411185.912736548,4261975.42344187
"208",2022-03-10 16:05:29,38.508591,-106.013474,1.95,2324,5,3.42,7,"F46538",411636.673881067,4262733.31710992
"209",2022-03-10 14:05:29,38.508869,-106.011597,2.72,2299,6,2.98,8,"F46538",411800.669804181,4262762.36462353
"210",2022-03-10 10:04:35,38.505085,-106.013039,2.47,2334,4,5.52,8,"F46538",411670.318637652,4262343.8539525
"211",2022-03-10 02:27:05,38.502022,-106.018387,2.77,2367,5,2.7,0,"F46538",411200.239100636,4262009.11353572
"212",2022-03-10 00:27:38,38.503189,-106.017952,2.68,2364,4,4.16,-5,"F46538",411239.602942442,4262138.19070319
"213",2022-03-09 22:27:23,38.506603,-106.017891,3.07,2336,4,2.36,-3,"F46538",411249.112537015,4262516.96852364
"214",2022-03-09 20:26:11,38.506809,-106.017357,3.57,2336,4,4.15,-2,"F46538",411295.926353793,4262539.3125215
"215",2022-03-09 18:25:23,38.507332,-106.016586,3.22,2323,5,3.63,0,"F46538",411363.793162275,4262596.60457362
"216",2022-03-09 18:08:35,38.507919,-106.015091,2.97,2315,5,3.6,1,"F46538",411494.864003759,4262660.30233138
"217",2022-03-09 16:08:13,38.507523,-106.014633,3.91,2334,4,8.44,9,"F46538",411534.313129141,4262615.91948399
"218",2022-03-09 14:07:59,38.508121,-106.015182,2.5,2334,5,3.78,11,"F46538",411487.176888382,4262682.804932
"219",2022-03-09 08:07:39,38.508095,-106.014183,1.51,2321,5,2.74,4,"F46538",411574.249084287,4262678.95927855
"220",2022-03-09 06:07:23,38.505623,-106.017807,1.96,2346,5,2.94,0,"F46538",411255.2339027,4262408.14116816
"221",2022-03-09 04:26:29,38.5019,-106.018738,1.71,2364,5,2,0,"F46538",411169.482537593,4261995.91449814
"222",2022-03-09 02:25:34,38.50201,-106.018677,2.29,2382,5,2.54,-1,"F46538",411174.936776,4262008.06183032
"223",2022-03-08 20:25:42,38.502415,-106.018532,2.64,2377,6,4.16,0,"F46538",411188.077977731,4262052.86294135
"224",2022-03-08 18:25:05,38.503887,-106.017418,2.92,2343,5,3.75,2,"F46538",411287.02257025,4262215.12974786
"225",2022-03-08 18:08:05,38.505516,-106.016357,3.02,2338,4,2.62,2,"F46538",411381.5343719,4262394.87038987
