serial,GPS_date_YYYY-MM-DD,GPS_utc_HH:MM:SS,GPS_YYYY-MM-DD_HH:MM:SS,lat,lon,hdop,fix,cog,speed,alt,data_voltage,solar_charge,solar_current,nsats,vdop,geo,activity,inactivity,temperature,time_to_fix
89460800120113348963,2022-06-15,06:52:35,2022-06-15 06:52:35,38.519215,-106.023354,2.71,3,0,0.17,2200.0,4.12,0.02,0.0,6,2.91,,1112,,21.0,65
89460800120113348963,2022-06-15,02:53:15,2022-06-15 02:53:15,38.520218,-106.020241,8.66,3,222,1.57,2192.0,4.13,0.47,0.0,4,2.62,,8092,,25.0,120
89460800120113348963,2022-06-14,23:21:08,2022-06-14 23:21:08,38.521179,-106.018379,5.36,3,184,0.18,2186.0,4.12,5.33,5.0,4,3.49,,6416,,32.0,120
89460800120113348963,2022-06-14,15:20:24,2022-06-14 15:20:24,38.51899,-106.023582,2.81,3,0,0.58,2201.0,4.12,4.89,0.0,4,3.02,,6850,,28.0,97
89460800120113348963,2022-06-14,11:19:29,2022-06-14 11:19:29,38.518848,-106.023376,3.36,3,0,0.11,2199.0,4.11,0.59,0.0,4,4.05,,91,,23.0,68
89460800120113348963,2022-06-14,06:51:23,2022-06-14 06:51:23,38.519203,-106.024384,1.41,3,0,0.02,2206.0,4.13,0.04,0.0,6,1.84,,1337,,26.0,53
89460800120113348963,2022-06-14,02:52:13,2022-06-14 02:52:13,38.509331,-106.023369,8.11,2,182,1.33,2397.0,4.14,0.21,0.0,3,1.0,,8533,,29.0,120
89460800120113348963,2022-06-13,23:20:05,2022-06-13 23:20:05,38.501457,-106.023277,1.12,3,0,0.07,2396.0,4.14,5.0,2.0,8,1.5,,4493,,32.0,72
89460800120113348963,2022-06-13,19:20:38,2022-06-13 19:20:38,38.501354,-106.023918,3.1,2,0,0.65,2402.0,4.15,4.61,0.0,3,1.0,,3727,,34.0,120
89460800120113348963,2022-06-13,15:19:54,2022-06-13 15:19:54,38.502987,-106.023697,1.77,3,243,1.27,2398.0,4.14,4.8,0.0,4,3.05,,11260,,29.0,77
89460800120113348963,2022-06-13,11:18:51,2022-06-13 11:18:51,38.514366,-106.033974,1.46,3,200,1.36,2238.0,4.12,1.05,0.0,5,2.31,,66,,21.0,35
89460800120113348963,2022-06-13,10:51:04,2022-06-13 10:51:04,38.515957,-106.034668,2.44,3,0,0.1,2225.0,4.13,0.02,0.0,4,2.89,,502,,18.0,20
89460800120113348963,2022-06-13,06:51:29,2022-06-13 06:51:29,38.517281,-106.035538,1.36,3,0,0.1,2233.0,4.14,0.02,0.0,5,1.72,,1059,,22.0,69
89460800120113348963,2022-06-13,02:52:05,2022-06-13 02:52:05,38.516052,-106.036537,1.67,3,0,1.87,2233.0,4.15,0.4,0.0,4,2.84,,11419,,27.0,118
89460800120113348963,2022-06-12,23:20:29,2022-06-12 23:20:29,38.514385,-106.026733,1.28,3,0,0.04,2284.0,4.15,4.73,0.0,5,1.79,,6685,,32.0,90
89460800120113348963,2022-06-12,19:20:43,2022-06-12 19:20:43,38.51321,-106.026482,3.56,3,0,0.12,2275.0,4.14,4.59,0.0,4,2.18,,10175,,32.0,109
89460800120113348963,2022-06-12,15:19:35,2022-06-12 15:19:35,38.515659,-106.034424,2.44,3,0,1.21,2235.0,4.13,5.53,9.0,5,2.84,,4129,,33.0,59
89460800120113348963,2022-06-12,11:18:49,2022-06-12 11:18:49,38.518269,-106.03479,1.28,3,8,0.36,2219.0,4.12,0.57,0.0,5,3.09,,56,,17.0,32
89460800120113348963,2022-06-12,10:51:05,2022-06-12 10:51:05,38.518005,-106.03492,1.46,3,341,0.14,2209.0,4.12,0.02,0.0,5,3.39,,466,,20.0,74
89460800120113348963,2022-06-12,06:51:05,2022-06-12 06:51:05,38.517227,-106.035492,2.2,3,0,0.07,2227.0,4.13,0.02,0.0,5,2.23,,1376,,24.0,84
89460800120113348963,2022-06-12,02:50:53,2022-06-12 02:50:53,38.49992,-106.020027,3.0,3,0,0.18,2404.0,4.14,0.29,0.0,4,2.48,,9312,,28.0,81
89460800120113348963,2022-06-11,23:19:23,2022-06-11 23:19:23,38.497189,-106.020271,3.07,3,0,0.01,2406.0,4.15,4.84,0.0,4,2.52,,8934,,33.0,60
89460800120113348963,2022-06-11,19:19:35,2022-06-11 19:19:35,38.497143,-106.020027,1.64,3,0,0.11,2403.0,4.15,4.67,0.0,6,2.7,,5604,,34.0,79
89460800120113348963,2022-06-11,15:20:10,2022-06-11 15:20:10,38.497585,-106.021217,3.55,2,0,0.93,2271.0,4.15,4.78,0.0,3,1.0,,5974,,31.0,120
89460800120113348963,2022-06-11,11:19:23,2022-06-11 11:19:23,38.511902,-106.042549,1.32,3,0,0.1,2274.0,4.12,0.25,0.0,5,1.95,,95,,20.0,77
89460800120113348963,2022-06-11,10:50:23,2022-06-11 10:50:23,38.513325,-106.040558,2.86,3,338,1.87,2253.0,4.13,0.03,0.0,4,3.55,,1116,,21.0,73
89460800120113348963,2022-06-11,06:50:23,2022-06-11 06:50:23,38.515667,-106.034981,1.88,3,256,1.74,2234.0,4.13,0.03,0.0,5,2.21,,2854,,23.0,74
89460800120113348963,2022-06-11,02:50:53,2022-06-11 02:50:53,38.516193,-106.037056,1.82,3,0,0.04,2237.0,4.15,0.92,0.0,6,2.25,,7576,,26.0,104
89460800120113348963,2022-06-10,23:21:00,2022-06-10 23:21:00,38.519135,-106.035606,3.37,3,0,0.13,2175.0,4.15,4.54,0.0,4,5.09,,12487,,34.0,111
89460800120113348963,2022-06-10,19:20:53,2022-06-10 19:20:53,38.518738,-106.036102,2.16,3,35,1.63,2208.0,4.14,5.06,4.0,4,2.56,,11276,,39.0,120
89460800120113348963,2022-06-10,15:19:38,2022-06-10 15:19:38,38.518799,-106.037071,3.05,3,0,0.16,2256.0,4.14,4.87,0.0,4,5.24,,2807,,27.0,63
89460800120113348963,2022-06-10,11:18:49,2022-06-10 11:18:49,38.515678,-106.031609,1.01,3,30,0.89,2234.0,4.13,0.67,0.0,7,1.41,,643,,20.0,36
89460800120113348963,2022-06-10,10:50:00,2022-06-10 10:50:00,38.515072,-106.035378,3.92,3,19,0.08,2232.0,4.13,0.02,0.0,4,7.55,,258,,20.0,81
89460800120113348963,2022-06-10,06:49:54,2022-06-10 06:49:54,38.514679,-106.030861,3.07,3,0,1.43,2237.0,4.14,0.02,0.0,4,4.32,,730,,21.0,77
89460800120113348963,2022-06-10,02:49:53,2022-06-10 02:49:53,38.517273,-106.035484,2.27,3,0,0.02,2219.0,4.15,0.55,0.0,5,3.46,,10337,,25.0,100
89460800120113348963,2022-06-09,23:20:34,2022-06-09 23:20:34,38.513531,-106.030655,2.22,3,0,0.03,2245.0,4.15,5.08,2.0,5,2.02,,6404,,31.0,72
89460800120113348963,2022-06-09,19:20:35,2022-06-09 19:20:35,38.513039,-106.029991,1.3,3,0,0.37,2235.0,4.13,5.16,3.0,6,1.95,,6175,,35.0,97
89460800120113348963,2022-06-09,15:20:35,2022-06-09 15:20:35,38.517868,-106.031097,5.32,3,126,1.9,2222.0,4.12,4.11,0.0,4,5.78,,3999,,29.0,120
89460800120113348963,2022-06-09,11:18:48,2022-06-09 11:18:48,38.515469,-106.034103,1.37,3,0,0.89,2240.0,4.12,0.9,0.0,5,2.1,,106,,17.0,29
89460800120113348963,2022-06-09,10:50:06,2022-06-09 10:50:06,38.516064,-106.03476,3.37,3,0,0.71,2236.0,4.11,0.02,0.0,4,3.48,,385,,20.0,86
89460800120113348963,2022-06-09,06:50:23,2022-06-09 06:50:23,38.516483,-106.033813,1.64,3,244,0.07,2227.0,4.13,0.02,0.0,6,2.34,,1292,,22.0,104
89460800120113348963,2022-06-09,02:49:53,2022-06-09 02:49:53,38.505646,-106.018677,2.82,3,0,0.32,2359.0,4.14,0.2,0.0,4,4.25,,1648,,22.0,85
89460800120113348963,2022-06-08,23:20:20,2022-06-08 23:20:20,38.50312,-106.01593,8.4,3,324,0.24,2339.0,4.15,5.99,17.0,4,9.99,,839,,35.0,120
89460800120113348963,2022-06-08,19:19:35,2022-06-08 19:19:35,38.502899,-106.016083,1.84,3,0,0.04,2357.0,4.15,4.63,0.0,4,2.95,,965,,29.0,75
89460800120113348963,2022-06-08,15:19:05,2022-06-08 15:19:05,38.501762,-106.016808,2.19,3,0,0.15,2384.0,4.14,5.67,6.0,5,3.55,,3160,,27.0,52
89460800120113348963,2022-06-08,11:18:28,2022-06-08 11:18:28,38.510963,-106.045708,2.85,3,0,0.03,2284.0,4.11,1.63,0.0,4,4.67,,18,,18.0,16
89460800120113348963,2022-06-08,10:48:29,2022-06-08 10:48:29,38.511288,-106.045471,2.8,3,0,0.09,2273.0,4.11,0.02,0.0,4,5.17,,349,,18.0,43
89460800120113348963,2022-06-08,06:48:59,2022-06-08 06:48:59,38.51701,-106.042618,1.64,3,0,0.09,2225.0,4.12,0.02,0.0,5,1.92,,484,,23.0,82
89460800120113348963,2022-06-08,02:48:53,2022-06-08 02:48:53,38.517178,-106.043533,1.62,3,0,0.16,2232.0,4.14,0.26,0.0,6,1.77,,6910,,26.0,97
89460800120113348963,2022-06-07,19:19:23,2022-06-07 19:19:23,38.518566,-106.039444,1.23,3,0,0.03,2221.0,4.13,4.94,1.0,6,1.87,,8546,,30.0,60
89460800120113348963,2022-06-07,15:19:35,2022-06-07 15:19:35,38.51247,-106.042496,3.58,3,0,0.13,2245.0,4.11,4.84,0.0,4,5.29,,2890,,24.0,88
89460800120113348963,2022-06-07,11:18:21,2022-06-07 11:18:21,38.513359,-106.039581,1.75,3,0,0.18,2255.0,4.11,0.33,0.0,4,2.54,,67,,18.0,13
89460800120113348963,2022-06-07,10:48:54,2022-06-07 10:48:54,38.512955,-106.038437,2.77,3,0,0.02,2252.0,4.11,0.02,0.0,4,2.65,,263,,19.0,99
89460800120113348963,2022-06-07,06:47:58,2022-06-07 06:47:58,38.512764,-106.038071,1.96,3,0,0.01,2244.0,4.12,0.02,0.0,5,3.92,,1685,,22.0,44
89460800120113348963,2022-06-07,02:47:58,2022-06-07 02:47:58,38.516884,-106.036583,3.07,3,0,0.41,2223.0,4.13,0.24,0.0,5,2.38,,5051,,24.0,45
89460800120113348963,2022-06-06,23:21:36,2022-06-06 23:21:36,38.518547,-106.030624,2.74,3,178,5.81,2209.0,4.13,5.33,5.0,5,4.13,,7604,,30.0,93
89460800120113348963,2022-06-06,11:19:48,2022-06-06 11:19:48,38.51828,-106.033981,1.24,3,0,0.13,2220.0,4.12,0.5,0.0,6,2.15,,22,,18.0,29
89460800120113348963,2022-06-06,10:48:05,2022-06-06 10:48:05,38.517597,-106.035454,1.33,3,0,0.05,2225.0,4.12,0.01,0.0,6,2.1,,133,,15.0,76
89460800120113348963,2022-06-06,06:47:35,2022-06-06 06:47:35,38.517666,-106.035339,1.79,3,0,0.04,2193.0,4.14,0.02,0.0,6,3.43,,641,,23.0,57
89460800120113348963,2022-06-06,02:47:53,2022-06-06 02:47:53,38.517345,-106.031624,3.09,3,0,0.57,2227.0,4.15,0.61,0.0,5,3.06,,2434,,25.0,81
89460800120113348963,2022-06-05,23:21:24,2022-06-05 23:21:24,38.520569,-106.02932,3.57,3,0,0.21,2251.0,4.15,4.82,0.0,5,7.06,,3533,,31.0,76
