serial,GPS_date_YYYY-MM-DD,GPS_utc_HH:MM:SS,GPS_YYYY-MM-DD_HH:MM:SS,lat,lon,hdop,fix,cog,speed,alt,data_voltage,solar_charge,solar_current,nsats,vdop,geo,activity,inactivity,temperature,time_to_fix
89460800120113347304,2022-06-01,19:20:33,2022-06-01 19:20:33,0.0,0.0,0.0,0,0,0.0,0.0,3.79,5.19,0.0,0,0.0,,0,,12.0,0
89460800120113347304,2022-06-01,15:20:24,2022-06-01 15:20:24,0.0,0.0,0.0,0,0,0.0,0.0,3.78,4.92,0.0,0,0.0,,0,,8.0,0
89460800120113347304,2022-06-01,11:20:23,2022-06-01 11:20:23,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.01,0.0,0,0.0,,0,,7.0,0
89460800120113347304,2022-06-01,10:43:42,2022-06-01 10:43:42,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.0,0.0,0,0.0,,0,,7.0,0
89460800120113347304,2022-06-01,06:43:33,2022-06-01 06:43:33,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.0,0.0,0,0.0,,0,,9.0,0
89460800120113347304,2022-06-01,02:43:24,2022-06-01 02:43:24,0.0,0.0,0.0,0,0,0.0,0.0,3.79,0.09,0.0,0,0.0,,0,,10.0,0
89460800120113347304,2022-05-31,23:21:55,2022-05-31 23:21:55,0.0,0.0,0.0,0,0,0.0,0.0,3.78,5.13,0.0,0,0.0,,0,,15.0,0
89460800120113347304,2022-05-31,19:21:45,2022-05-31 19:21:45,0.0,0.0,0.0,0,0,0.0,0.0,3.78,5.11,0.0,0,0.0,,0,,15.0,0
89460800120113347304,2022-05-31,15:21:33,2022-05-31 15:21:33,0.0,0.0,0.0,0,0,0.0,0.0,3.78,5.19,0.0,0,0.0,,0,,10.0,0
89460800120113347304,2022-05-31,11:21:22,2022-05-31 11:21:22,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.14,0.0,0,0.0,,0,,3.0,0
89460800120113347304,2022-05-31,10:42:41,2022-05-31 10:42:41,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.0,0.0,0,0.0,,0,,3.0,0
89460800120113347304,2022-05-31,06:42:30,2022-05-31 06:42:30,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.0,0.0,0,0.0,,0,,3.0,0
89460800120113347304,2022-05-31,02:42:20,2022-05-31 02:42:20,0.0,0.0,0.0,0,0,0.0,0.0,3.78,0.14,0.0,0,0.0,,0,,8.0,0
89460800120113347304,2022-05-30,23:21:50,2022-05-30 23:21:50,0.0,0.0,0.0,0,0,0.0,0.0,3.77,5.13,0.0,0,0.0,,0,,16.0,0
89460800120113347304,2022-05-30,19:21:41,2022-05-30 19:21:41,0.0,0.0,0.0,0,0,0.0,0.0,3.75,4.97,0.0,0,0.0,,0,,11.0,0
89460800120113347304,2022-05-30,15:21:32,2022-05-30 15:21:32,0.0,0.0,0.0,0,0,0.0,0.0,3.75,4.73,0.0,0,0.0,,0,,6.0,0
89460800120113347304,2022-05-30,11:21:23,2022-05-30 11:21:23,0.0,0.0,0.0,0,0,0.0,0.0,3.74,0.13,0.0,0,0.0,,0,,4.0,0
89460800120113347304,2022-05-30,10:41:41,2022-05-30 10:41:41,0.0,0.0,0.0,0,0,0.0,0.0,3.74,0.0,0.0,0,0.0,,0,,4.0,0
